Row_ID,Customer ID,Customer Name,Gender,Race,location_id
1142,JK-15625,Jim Karlsson,F,Caucasian,48
1143,DC-13285,Debra Catini,M,Caucasian,167
1144,GM-14455,Gary Mitchum,F,Caucasian,118
1145,CL-11890,Carl Ludwig,M,South Asian,37
1146,PV-18985,Paul Van Hugh,F,Caucasian,202
1147,LT-17110,Liz Thompson,M,Caucasian,66
1148,AM-10360,Alice McCarthy,M,Caucasian,4
1149,SC-20260,Scott Cohen,M,Caucasian,35
1150,CP-12340,Christine Phan,F,South Asian,24
1151,RF-19840,Roy Französisch,F,Caucasian,48
1152,AB-10060,Adam Bellavance,M,African,181
1153,EH-13990,Erica Hackney,M,Caucasian,380
1154,MN-17935,Michael Nguyen,M,Asian,235
1155,KL-16555,Kelly Lampkin,M,Caucasian,324
1156,MP-17965,Michael Paige,F,Caucasian,123
1157,BF-11020,Barry Französisch,M,Caucasian,174
1158,TP-21130,Theone Pippenger,M,African,270
1159,MS-17770,Maxwell Schwartz,M,Caucasian,48
1160,KM-16375,Katherine Murray,M,Caucasian,381
1161,BE-11455,Brad Eason,F,Caucasian,204
1162,CV-12295,Christina VanderZanden,M,Caucasian,254
1163,DK-13375,Dennis Kane,M,Caucasian,189
1164,SG-20605,Speros Goranitis,M,Caucasian,30
1165,CS-12355,Christine Sundaresam,M,Caucasian,382
1166,PJ-18835,Patrick Jones,M,Asian,46
1167,NP-18700,Nora Preis,F,Caucasian,10
1168,SB-20290,Sean Braxton,F,Caucasian,330
1169,HM-14860,Harry Marie,M,Caucasian,144
1170,MG-18145,Mike Gockenbach,F,Caucasian,63
1171,TM-21010,Tamara Manning,M,Caucasian,35
1172,BE-11335,Bill Eplett,M,Caucasian,35
1173,AS-10630,Ann Steele,M,South Asian,75
1174,EM-13810,Eleni McCrary,F,Caucasian,2
1175,JA-15970,Joseph Airdo,M,Caucasian,63
1176,TB-21595,Troy Blackwell,M,Caucasian,202
1177,PP-18955,Paul Prost,F,Caucasian,383
1178,ML-18040,Michelle Lonsdale,M,South Asian,384
1179,LC-16930,Linda Cazamias,F,Caucasian,385
1180,MC-17590,Matt Collister,M,African,386
1181,CR-12580,Clay Rozendal,F,Caucasian,387
1182,SV-20935,Susan Vittorini,M,Asian,324
1183,MZ-17515,Mary Zewe,M,Caucasian,175
1184,RB-19795,Ross Baird,M,Caucasian,95
1185,HM-14860,Harry Marie,F,Caucasian,6
1186,AZ-10750,Annie Zypern,F,African,30
1187,JH-15910,Jonathan Howell,M,Caucasian,33
1188,PJ-18835,Patrick Jones,M,Caucasian,29
1189,CA-12265,Christina Anderson,M,Caucasian,215
1190,PW-19240,Pierre Wener,M,Caucasian,128
1191,SW-20455,Shaun Weien,F,Caucasian,86
1192,AF-10870,Art Ferguson,M,Caucasian,388
1193,AM-10705,Anne McFarland,M,Caucasian,26
1194,BD-11320,Bill Donatelli,M,Asian,106
1195,CM-12385,Christopher Martinez,M,Caucasian,389
1196,CS-12400,Christopher Schild,F,Caucasian,59
1197,DB-13405,Denny Blanton,M,Caucasian,165
1198,JG-15160,James Galang,M,Caucasian,171
1199,SC-20380,Shahid Collister,M,Caucasian,61
1200,CS-12460,Chuck Sachs,M,Caucasian,30
1201,MK-18160,Mike Kennedy,M,South Asian,390
1202,CM-11935,Carlos Meador,F,Caucasian,307
1203,PF-19225,Phillip Flathmann,F,Caucasian,4
1204,GM-14695,Greg Maxwell,M,Caucasian,2
1205,DC-12850,Dan Campbell,F,Caucasian,165
1206,FO-14305,Frank Olsen,M,South Asian,78
1207,AH-10210,Alan Hwang,M,Caucasian,60
1208,KN-16705,Kristina Nunn,M,African,60
1209,CB-12535,Claudia Bergmann,F,Caucasian,286
1210,TB-21250,Tim Brockman,M,Asian,24
1211,KD-16345,Katherine Ducich,M,Caucasian,14
1212,JM-15865,John Murray,F,Caucasian,391
1213,KT-16480,Kean Thornton,M,Caucasian,15
1214,SC-20575,Sonia Cooley,F,African,392
1215,BS-11800,Bryan Spruell,M,Caucasian,89
1216,BT-11395,Bill Tyler,F,Caucasian,10
1217,DC-12850,Dan Campbell,M,Caucasian,329
1218,LS-17200,Luke Schmidt,M,Caucasian,302
1219,RR-19315,Ralph Ritter,M,Caucasian,95
1220,KL-16645,Ken Lonsdale,F,Caucasian,35
1221,RB-19435,Richard Bierner,F,Caucasian,33
1222,MY-17380,Maribeth Yedwab,M,Asian,63
1223,AW-10930,Arthur Wiediger,M,Caucasian,337
1224,KW-16570,Kelly Williams,M,Caucasian,69
1225,DB-12910,Daniel Byrd,M,Caucasian,86
1226,BB-11545,Brenda Bowman,F,Caucasian,37
1227,NP-18700,Nora Preis,M,Caucasian,393
1228,PB-19105,Peter Bühler,M,Caucasian,15
1229,DW-13585,Dorothy Wardle,M,South Asian,74
1230,CD-12790,Cynthia Delaney,M,Caucasian,337
1231,TT-21220,Thomas Thornton,F,Caucasian,17
1232,DB-12910,Daniel Byrd,M,Caucasian,3
1233,DJ-13510,Don Jones,M,Caucasian,367
1234,DL-13495,Dionis Lloyd,M,South Asian,75
1235,LO-17170,Lori Olson,M,Caucasian,394
1236,SV-20365,Seth Vernon,M,African,178
1237,EM-13810,Eleni McCrary,F,Caucasian,35
1238,KD-16615,Ken Dana,F,Asian,58
1239,NB-18580,Nicole Brennan,M,Caucasian,64
1240,AP-10720,Anne Pryor,F,Caucasian,382
1241,JE-15745,Joel Eaton,M,Caucasian,59
1242,JM-15865,John Murray,M,African,52
1243,AB-10105,Adrian Barton,M,Caucasian,1
1244,PN-18775,Parhena Norris,F,Caucasian,38
1245,JC-15775,John Castell,M,Caucasian,395
1246,PF-19165,Philip Fox,M,Caucasian,46
1247,BW-11110,Bart Watters,F,Caucasian,33
1248,BP-11185,Ben Peterman,M,Caucasian,250
1249,TM-21010,Tamara Manning,F,Caucasian,13
1250,MB-17305,Maria Bertelson,M,Asian,396
1251,HR-14830,Harold Ryan,F,Caucasian,30
1252,BD-11635,Brian Derr,M,Caucasian,318
1253,SF-20200,Sarah Foster,M,Caucasian,397
1254,SP-20620,Stefania Perrino,M,Caucasian,165
1255,DR-12880,Dan Reichenbach,F,Caucasian,56
1256,VM-21685,Valerie Mitchum,F,Caucasian,398
1257,CM-12235,Chris McAfee,M,South Asian,297
1258,SM-20320,Sean Miller,M,Caucasian,378
1259,RA-19885,Ruben Ausman,M,Caucasian,113
1260,SD-20485,Shirley Daniels,M,Caucasian,213
1261,CS-12250,Chris Selesnick,F,Caucasian,399
1262,RA-19285,Ralph Arnett,M,South Asian,24
1263,BF-11005,Barry Franz,M,Caucasian,26
1264,SE-20110,Sanjit Engle,M,African,400
1265,RS-19765,Roland Schwarz,M,Caucasian,401
1266,BM-11650,Brian Moss,F,Asian,135
1267,SK-19990,Sally Knutson,M,Caucasian,24
1268,EN-13780,Edward Nazzal,M,Caucasian,46
1269,KN-16450,Kean Nguyen,M,Caucasian,134
1270,MG-17890,Michael Granlund,M,African,143
1271,MC-17590,Matt Collister,M,Caucasian,175
1272,BO-11350,Bill Overfelt,F,Caucasian,63
1273,AG-10300,Aleksandra Gannaway,F,Caucasian,14
1274,MS-17365,Maribeth Schnelling,M,Caucasian,95
1275,JM-15655,Jim Mitchum,F,Caucasian,65
1276,MC-17635,Matthew Clasen,M,Caucasian,359
1277,TA-21385,Tom Ashbrook,M,Caucasian,24
1278,SB-20290,Sean Braxton,M,Asian,158
1279,AB-10150,Aimee Bixby,F,Caucasian,313
1280,JF-15295,Jason Fortune-,M,Caucasian,6
1281,BF-10975,Barbara Fisher,M,Caucasian,307
1282,TT-21265,Tim Taslimi,F,Caucasian,63
1283,SB-20170,Sarah Bern,M,Caucasian,46
1284,LM-17065,Liz MacKendrick,F,Caucasian,402
1285,KA-16525,Kelly Andreada,M,South Asian,174
1286,BF-11170,Ben Ferrer,F,Caucasian,315
1287,TB-21400,Tom Boeckenhauer,M,Caucasian,313
1288,SH-19975,Sally Hughsby,M,Caucasian,108
1289,AS-10225,Alan Schoenberger,M,Caucasian,268
1290,PK-19075,Pete Kriz,F,South Asian,95
1291,HR-14830,Harold Ryan,F,Caucasian,28
1292,DG-13300,Deirdre Greer,M,African,46
1293,CL-12700,Craig Leslie,M,Caucasian,335
1294,HF-14995,Herbert Flentye,M,Asian,32
1295,HG-15025,Hunter Glantz,M,Caucasian,140
1296,NL-18310,Nancy Lomonaco,F,Caucasian,63
1297,RR-19525,Rick Reed,M,Caucasian,112
1298,TC-21295,Toby Carlisle,M,African,143
1299,DB-13615,Doug Bickford,M,Caucasian,197
1300,SV-20785,Stewart Visinsky,M,Caucasian,261
1301,MH-18115,Mick Hernandez,F,Caucasian,31
1302,CT-11995,Carol Triggs,M,Caucasian,26
1303,KB-16315,Karl Braun,M,Caucasian,279
1304,RA-19285,Ralph Arnett,M,Caucasian,121
1305,YC-21895,Yoseph Carroll,M,Caucasian,4
1306,RA-19915,Russell Applegate,M,Asian,156
1307,CM-12160,Charles McCrossin,F,Caucasian,64
1308,CS-12130,Chad Sievert,F,Caucasian,403
1309,AJ-10795,Anthony Johnson,M,Caucasian,61
1310,DL-12865,Dan Lawera,F,Caucasian,187
1311,BE-11410,Bobby Elias,M,Caucasian,404
1312,SM-20320,Sean Miller,M,Caucasian,134
1313,RP-19390,Resi Pölking,M,South Asian,309
1314,JD-16015,Joy Daniels,F,Caucasian,30
1315,AB-10255,Alejandro Ballentine,M,Caucasian,65
1316,CC-12145,Charles Crestani,M,Caucasian,14
1317,GH-14425,Gary Hwang,F,Caucasian,134
1318,CP-12085,Cathy Prescott,M,South Asian,347
1319,GM-14440,Gary McGarr,F,Caucasian,25
1320,LC-16885,Lena Creighton,M,African,125
1321,BT-11305,Beth Thompson,F,Caucasian,60
1322,CP-12085,Cathy Prescott,M,Asian,24
1323,SC-20680,Steve Carroll,M,Caucasian,113
1324,DK-13375,Dennis Kane,M,Caucasian,24
1325,SE-20110,Sanjit Engle,F,Caucasian,147
1326,LF-17185,Luke Foster,F,African,15
1327,ON-18715,Odella Nelson,M,Caucasian,183
1328,TB-21400,Tom Boeckenhauer,M,Caucasian,213
1329,DF-13135,David Flashing,M,Caucasian,168
1330,EP-13915,Emily Phan,M,Caucasian,75
1331,SK-19990,Sally Knutson,F,Caucasian,214
1332,FH-14350,Fred Harton,M,Caucasian,60
1333,EH-13945,Eric Hoffmann,M,Caucasian,171
1334,JE-15715,Joe Elijah,M,Asian,405
1335,KL-16645,Ken Lonsdale,M,Caucasian,286
1336,EB-13750,Edward Becker,F,Caucasian,406
1337,BD-11725,Bruce Degenhardt,M,Caucasian,56
1338,MS-17530,MaryBeth Skach,M,Caucasian,89
1339,SC-20770,Stewart Carmichael,M,Caucasian,35
1340,FM-14380,Fred McMath,M,Caucasian,223
1341,KT-16480,Kean Thornton,M,South Asian,118
1342,AP-10720,Anne Pryor,F,Caucasian,407
1343,RH-19555,Ritsa Hightower,F,Caucasian,395
1344,CS-11950,Carlos Soltero,M,Caucasian,61
1345,TM-21010,Tamara Manning,F,Caucasian,408
1346,HF-14995,Herbert Flentye,M,South Asian,142
1347,GA-14515,George Ashbrook,M,Caucasian,35
1348,ES-14020,Erica Smith,M,African,46
1349,JP-16135,Julie Prescott,F,Caucasian,113
1350,Dp-13240,Dean percer,M,Asian,409
1351,NK-18490,Neil Knudson,M,Caucasian,95
1352,PL-18925,Paul Lucas,F,Caucasian,12
1353,RW-19690,Robert Waldorf,M,Caucasian,64
1354,MO-17950,Michael Oakman,F,African,78
1355,JJ-15445,Jennifer Jackson,M,Caucasian,410
1356,BT-11680,Brian Thompson,F,Caucasian,3
1357,RD-19585,Rob Dowd,M,Caucasian,186
1358,ML-17755,Max Ludwig,M,Caucasian,158
1359,JE-15745,Joel Eaton,M,Caucasian,89
1360,ER-13855,Elpida Rittenbach,F,Caucasian,98
1361,JM-15535,Jessica Myrick,F,Caucasian,411
1362,SS-20140,Saphhira Shifley,M,Asian,412
1363,TC-21295,Toby Carlisle,M,Caucasian,46
1364,HG-15025,Hunter Glantz,M,Caucasian,88
1365,LD-17005,Lisa DeCherney,M,Caucasian,152
1366,AS-10285,Alejandro Savely,F,Caucasian,64
1367,MP-17965,Michael Paige,M,Caucasian,413
1368,CD-12790,Cynthia Delaney,M,Caucasian,2
1369,MD-17860,Michael Dominguez,M,South Asian,414
1370,BM-11650,Brian Moss,M,Caucasian,199
1371,KN-16450,Kean Nguyen,F,Caucasian,415
1372,IG-15085,Ivan Gibson,M,Caucasian,367
1373,JS-15595,Jill Stevenson,M,Caucasian,124
1374,GA-14725,Guy Armstrong,M,South Asian,161
1375,DL-13330,Denise Leinenbach,M,Caucasian,405
1376,CS-12505,Cindy Stewart,M,African,35
1377,CC-12145,Charles Crestani,F,Caucasian,295
1378,MH-18025,Michelle Huthwaite,F,Asian,61
1379,MP-18175,Mike Pelletier,M,Caucasian,202
1380,DR-12940,Daniel Raglin,F,Caucasian,118
1381,DM-13015,Darrin Martin,M,Caucasian,143
1382,BD-11620,Brian DeCherney,M,African,159
1383,DC-12850,Dan Campbell,M,Caucasian,175
1384,MT-18070,Michelle Tran,F,Caucasian,17
1385,MJ-17740,Max Jones,M,Caucasian,404
1386,ND-18370,Natalie DeCherney,M,Caucasian,41
1387,CA-11965,Carol Adams,F,Caucasian,406
1388,GA-14725,Guy Armstrong,M,Caucasian,2
1389,TC-21295,Toby Carlisle,F,Caucasian,395
1390,JB-15400,Jennifer Braxton,M,Asian,30
1391,CK-12325,Christine Kargatis,F,Caucasian,338
1392,RL-19615,Rob Lucas,M,Caucasian,307
1393,AC-10660,Anna Chung,M,Caucasian,144
1394,BH-11710,Brosina Hoffman,M,Caucasian,12
1395,BG-11695,Brooke Gillingham,F,Caucasian,398
1396,XP-21865,Xylona Preis,F,Caucasian,290
1397,SN-20560,Skye Norling,M,South Asian,156
1398,DM-13345,Denise Monton,M,Caucasian,237
1399,AJ-10780,Anthony Jacobs,M,Caucasian,184
1400,KC-16255,Karen Carlisle,M,Caucasian,75
1401,VF-21715,Vicky Freymann,F,Caucasian,135
1402,SV-20935,Susan Vittorini,M,South Asian,188
1403,EM-13810,Eleni McCrary,M,Caucasian,118
1404,RB-19360,Raymond Buch,M,African,376
1405,DJ-13510,Don Jones,M,Caucasian,89
1406,CC-12370,Christopher Conant,F,Asian,307
1407,SC-20380,Shahid Collister,M,Caucasian,149
1408,RH-19495,Rick Hansen,M,Caucasian,416
1409,JK-15370,Jay Kimmel,M,Caucasian,35
1410,AF-10885,Art Foster,M,African,214
1411,LC-16885,Lena Creighton,M,Caucasian,105
1412,BF-11275,Beth Fritzler,F,Caucasian,116
1413,SC-20800,Stuart Calhoun,F,Caucasian,2
1414,SW-20275,Scott Williamson,M,Caucasian,189
1415,MC-17845,Michael Chen,F,Caucasian,46
1416,TD-20995,Tamara Dahlen,M,Caucasian,89
1417,Dp-13240,Dean percer,M,Caucasian,74
1418,SD-20485,Shirley Daniels,M,Asian,417
1419,TM-21010,Tamara Manning,F,Caucasian,398
1420,BK-11260,Berenike Kampe,M,Caucasian,95
1421,JF-15490,Jeremy Farry,M,Caucasian,35
1422,EP-13915,Emily Phan,F,Caucasian,287
1423,EP-13915,Emily Phan,M,Caucasian,142
1424,KH-16630,Ken Heidel,F,Caucasian,60
1425,HG-14845,Harry Greene,M,South Asian,418
1426,JC-16105,Julie Creighton,F,Caucasian,145
1427,KM-16720,Kunst Miller,M,Caucasian,256
1428,EB-13975,Erica Bern,M,Caucasian,44
1429,PW-19240,Pierre Wener,M,Caucasian,67
1430,PG-18895,Paul Gonzalez,F,South Asian,46
1431,DB-12910,Daniel Byrd,F,Caucasian,113
1432,CR-12730,Craig Reiter,M,African,27
1433,KH-16330,Katharine Harms,M,Caucasian,419
1434,DL-12925,Daniel Lacy,M,Asian,20
1435,ME-17725,Max Engle,M,Caucasian,6
1436,VD-21670,Valerie Dominguez,F,Caucasian,250
1437,CK-12205,Chloris Kastensmidt,M,Caucasian,420
1438,DL-12925,Daniel Lacy,M,African,421
1439,SE-20110,Sanjit Engle,M,Caucasian,78
1440,LS-17200,Luke Schmidt,M,Caucasian,12
1441,MM-17920,Michael Moore,F,Caucasian,10
1442,DB-13270,Deborah Brumfield,M,Caucasian,111
1443,RW-19630,Rob Williams,M,Caucasian,152
1444,JM-16195,Justin MacKendrick,M,Caucasian,291
1445,BP-11155,Becky Pak,M,Caucasian,113
1446,CT-11995,Carol Triggs,M,Asian,422
1447,TH-21550,Tracy Hopkins,F,Caucasian,180
1448,ME-17320,Maria Etezadi,F,Caucasian,81
1449,TT-21220,Thomas Thornton,M,Caucasian,10
1450,GT-14710,Greg Tran,F,Caucasian,60
1451,JD-16150,Justin Deggeller,M,Caucasian,202
1452,MC-18100,Mick Crebagga,M,Caucasian,14
1453,LH-17020,Lisa Hazard,M,South Asian,35
1454,MP-18175,Mike Pelletier,F,Caucasian,143
1455,EM-14140,Eugene Moren,M,Caucasian,277
1456,GG-14650,Greg Guthrie,M,Caucasian,46
1457,MA-17995,Michelle Arnett,F,Caucasian,291
1458,SH-20395,Shahid Hopkins,M,South Asian,158
1459,KT-16465,Kean Takahito,F,Caucasian,4
1460,PO-19180,Philisse Overcash,M,African,61
1461,AY-10555,Andy Yotov,F,Caucasian,219
1462,Co-12640,Corey-Lock,M,Asian,302
1463,JF-15565,Jill Fjeld,M,Caucasian,307
1464,AR-10510,Andrew Roberts,M,Caucasian,313
1465,AG-10675,Anna Gayman,F,Caucasian,294
1466,DV-13045,Darrin Van Huff,F,African,106
1467,HL-15040,Hunter Lopez,M,Caucasian,145
1468,ND-18370,Natalie DeCherney,M,Caucasian,423
1469,GB-14575,Giulietta Baptist,M,Caucasian,64
1470,CL-12565,Clay Ludtke,M,Caucasian,61
1471,RC-19960,Ryan Crowe,F,Caucasian,331
1472,JB-16045,Julia Barnett,M,Caucasian,113
1473,MC-17635,Matthew Clasen,M,Caucasian,4
1474,TT-21265,Tim Taslimi,M,Asian,24
1475,MJ-17740,Max Jones,M,Caucasian,84
1476,AT-10735,Annie Thurman,F,Caucasian,353
1477,PB-19150,Philip Brown,M,Caucasian,52
1478,NW-18400,Natalie Webber,M,Caucasian,75
1479,VP-21730,Victor Preis,M,Caucasian,424
1480,RD-19810,Ross DeVincentis,M,Caucasian,145
1481,MG-17875,Michael Grace,M,South Asian,165
1482,PA-19060,Pete Armstrong,F,Caucasian,425
1483,CR-12730,Craig Reiter,F,Caucasian,30
1484,AA-10375,Allen Armold,M,Caucasian,350
1485,JG-15160,James Galang,F,Caucasian,264
1486,RR-19525,Rick Reed,M,South Asian,214
1487,SR-20425,Sharelle Roach,M,Caucasian,128
1488,LS-16975,Lindsay Shagiari,M,African,46
1489,MH-18115,Mick Hernandez,F,Caucasian,426
1490,SC-20095,Sanjit Chand,M,Asian,9
1491,JB-16000,Joy Bell-,M,Caucasian,231
1492,AC-10450,Amy Cox,F,Caucasian,165
1493,MO-17800,Meg O'Connel,M,Caucasian,12
1494,RB-19645,Robert Barroso,F,African,427
1495,AI-10855,Arianne Irving,M,Caucasian,338
1496,DR-12880,Dan Reichenbach,F,Caucasian,428
1497,DM-12955,Dario Medina,M,Caucasian,368
1498,JH-16180,Justin Hirsh,M,Caucasian,428
1499,AB-10060,Adam Bellavance,M,Caucasian,106
1500,BD-11605,Brian Dahlen,F,Caucasian,69
1501,AS-10045,Aaron Smayling,F,Caucasian,55
1502,ZD-21925,Zuschuss Donatelli,M,Asian,429
1503,KF-16285,Karen Ferguson,M,Caucasian,107
1504,BP-11230,Benjamin Patterson,M,Caucasian,413
1505,CC-12430,Chuck Clark,M,Caucasian,40
1506,DB-13615,Doug Bickford,F,Caucasian,60
1507,TC-21475,Tony Chapman,M,Caucasian,113
1508,NZ-18565,Nick Zandusky,M,Caucasian,430
1509,SW-20350,Sean Wendt,M,South Asian,84
1510,TS-21370,Todd Sumrall,M,Caucasian,37
1511,DM-13345,Denise Monton,F,Caucasian,56
1512,RE-19450,Richard Eichhorn,M,Caucasian,177
1513,JD-16150,Justin Deggeller,M,Caucasian,286
1514,BF-11215,Benjamin Farhat,M,South Asian,384
1515,ML-17755,Max Ludwig,M,Caucasian,214
1516,YC-21895,Yoseph Carroll,M,African,286
1517,LR-16915,Lena Radford,F,Caucasian,63
1518,BS-11755,Bruce Stewart,F,Asian,4
1519,KM-16375,Katherine Murray,M,Caucasian,163
1520,BT-11530,Bradley Talbott,F,Caucasian,89
1521,KB-16405,Katrina Bavinger,M,Caucasian,431
1522,DW-13480,Dianna Wilson,M,African,176
1523,JC-15340,Jasper Cacioppo,M,Caucasian,24
1524,TP-21415,Tom Prescott,F,Caucasian,33
1525,DB-12910,Daniel Byrd,M,Caucasian,1
1526,BH-11710,Brosina Hoffman,M,Caucasian,286
1527,TD-20995,Tamara Dahlen,F,Caucasian,432
1528,CV-12805,Cynthia Voltz,M,Caucasian,7
1529,CS-12355,Christine Sundaresam,F,Caucasian,24
1530,JG-15310,Jason Gross,M,Asian,260
1531,JP-16135,Julie Prescott,F,Caucasian,48
1532,EC-14050,Erin Creighton,M,Caucasian,24
1533,KH-16630,Ken Heidel,M,Caucasian,33
1534,FG-14260,Frank Gastineau,M,Caucasian,174
1535,AA-10480,Andrew Allen,F,Caucasian,335
1536,MS-17770,Maxwell Schwartz,F,Caucasian,60
1537,JE-15610,Jim Epp,M,South Asian,153
1538,EB-14110,Eugene Barchas,M,Caucasian,64
1539,BP-11155,Becky Pak,M,Caucasian,165
1540,CC-12100,Chad Cunningham,M,Caucasian,14
1541,JP-15460,Jennifer Patt,F,Caucasian,188
1542,LS-16975,Lindsay Shagiari,M,South Asian,177
1543,JL-15850,John Lucas,M,Caucasian,46
1544,CY-12745,Craig Yedwab,M,African,66
1545,RB-19360,Raymond Buch,M,Caucasian,94
1546,AR-10825,Anthony Rawles,F,Asian,111
1547,CS-11845,Cari Sayre,M,Caucasian,60
1548,AR-10825,Anthony Rawles,M,Caucasian,26
1549,RD-19810,Ross DeVincentis,M,Caucasian,46
1550,KH-16510,Keith Herrera,M,African,6
1551,NF-18385,Natalie Fritzler,M,Caucasian,56
1552,SM-20950,Suzanne McNair,F,Caucasian,433
1553,GH-14410,Gary Hansen,F,Caucasian,277
1554,EM-13810,Eleni McCrary,M,Caucasian,30
1555,DB-13210,Dean Braden,F,Caucasian,223
1556,PT-19090,Pete Takahito,M,Caucasian,33
1557,HF-14995,Herbert Flentye,M,Caucasian,10
1558,KW-16435,Katrina Willman,M,Asian,243
1559,KC-16675,Kimberly Carter,F,Caucasian,395
1560,PK-19075,Pete Kriz,M,Caucasian,38
1561,KT-16465,Kean Takahito,M,Caucasian,37
1562,EP-13915,Emily Phan,F,Caucasian,84
1563,AP-10915,Arthur Prichep,M,Caucasian,377
1564,SH-20395,Shahid Hopkins,F,Caucasian,24
1565,SM-20950,Suzanne McNair,M,South Asian,165
1566,BM-11650,Brian Moss,F,Caucasian,210
1567,TC-20980,Tamara Chand,M,Caucasian,17
1568,KB-16585,Ken Black,M,Caucasian,112
1569,JE-16165,Justin Ellison,M,Caucasian,434
1570,DR-12940,Daniel Raglin,F,South Asian,27
1571,RW-19630,Rob Williams,F,Caucasian,46
1572,ML-18040,Michelle Lonsdale,M,African,435
1573,JL-15130,Jack Lebron,M,Caucasian,67
1574,CM-12655,Corinna Mitchell,M,Asian,130
1575,FH-14365,Fred Hopkins,M,Caucasian,30
1576,EH-13945,Eric Hoffmann,F,Caucasian,287
1577,TB-21280,Toby Braunhardt,M,Caucasian,223
1578,AH-10030,Aaron Hawkins,M,African,64
1579,TT-21070,Ted Trevino,M,Caucasian,76
1580,RD-19900,Ruben Dartt,M,Caucasian,89
1581,LA-16780,Laura Armstrong,F,Caucasian,254
1582,SH-19975,Sally Hughsby,M,Caucasian,436
1583,SF-20200,Sarah Foster,M,Caucasian,239
1584,TH-21235,Tiffany House,M,Caucasian,64
1585,VG-21790,Vivek Gonzalez,M,Caucasian,437
1586,NP-18325,Naresj Patel,M,Asian,233
1587,FH-14275,Frank Hawley,F,Caucasian,24
1588,JP-15460,Jennifer Patt,F,Caucasian,101
1589,ES-14080,Erin Smith,M,Caucasian,287
1590,KL-16645,Ken Lonsdale,F,Caucasian,46
1591,BN-11515,Bradley Nguyen,M,Caucasian,30
1592,ND-18370,Natalie DeCherney,M,Caucasian,15
1593,JL-15130,Jack Lebron,M,South Asian,216
1594,RC-19825,Roy Collins,F,Caucasian,70
1595,CC-12475,Cindy Chapman,M,Caucasian,24
1596,DW-13195,David Wiener,M,Caucasian,15
1597,CK-12760,Cyma Kinney,F,Caucasian,102
1598,EG-13900,Emily Grady,M,South Asian,37
1599,SJ-20215,Sarah Jordon,F,Caucasian,71
1600,BP-11185,Ben Peterman,M,African,6
1601,SJ-20125,Sanjit Jacobs,F,Caucasian,6
1602,MC-17590,Matt Collister,M,Asian,438
1603,BG-11740,Bruce Geld,M,Caucasian,75
1604,MA-17560,Matt Abelman,M,Caucasian,27
1605,CC-12220,Chris Cortes,F,Caucasian,60
1606,RA-19885,Ruben Ausman,F,African,134
1607,DK-12835,Damala Kotsonis,M,Caucasian,79
1608,LB-16795,Laurel Beltran,M,Caucasian,419
1609,CM-11815,Candace McMahon,M,Caucasian,90
1610,TS-21205,Thomas Seio,M,Caucasian,10
1611,RF-19345,Randy Ferguson,F,Caucasian,124
1612,JF-15565,Jill Fjeld,M,Caucasian,75
1613,EH-14185,Evan Henry,M,Caucasian,34
1614,VW-21775,Victoria Wilson,M,Asian,376
1615,KN-16450,Kean Nguyen,M,Caucasian,439
1616,SJ-20215,Sarah Jordon,F,Caucasian,14
1617,PS-19045,Penelope Sewall,M,Caucasian,4
1618,KM-16225,Kalyca Meade,M,Caucasian,440
1619,GM-14695,Greg Maxwell,M,Caucasian,213
1620,KT-16465,Kean Takahito,M,Caucasian,315
1621,MH-17785,Maya Herman,M,South Asian,46
1622,AF-10885,Art Foster,F,Caucasian,324
1623,JP-16135,Julie Prescott,F,Caucasian,316
1624,RD-19585,Rob Dowd,M,Caucasian,441
1625,JF-15295,Jason Fortune-,F,Caucasian,424
1626,CK-12595,Clytie Kelty,M,South Asian,143
1627,KH-16510,Keith Herrera,M,Caucasian,177
1628,CM-12655,Corinna Mitchell,M,African,46
1629,EB-13870,Emily Burns,F,Caucasian,52
1630,MW-18235,Mitch Willingham,M,Asian,35
1631,CS-11950,Carlos Soltero,M,Caucasian,12
1632,SP-20620,Stefania Perrino,F,Caucasian,162
1633,GT-14635,Grant Thornton,M,Caucasian,30
1634,LW-17215,Luke Weiss,F,African,46
1635,AH-10030,Aaron Hawkins,M,Caucasian,253
1636,TH-21100,Thea Hendricks,F,Caucasian,89
1637,HG-15025,Hunter Glantz,M,Caucasian,188
1638,EB-13750,Edward Becker,M,Caucasian,218
1639,SC-20725,Steven Cartwright,M,Caucasian,72
1640,TS-21505,Tony Sayre,F,Caucasian,85
1641,TH-21550,Tracy Hopkins,F,Caucasian,30
1642,KD-16270,Karen Daniels,M,Asian,15
1643,GM-14455,Gary Mitchum,M,Caucasian,156
1644,PR-18880,Patrick Ryan,M,Caucasian,233
1645,TB-21055,Ted Butterfield,M,Caucasian,360
1646,ON-18715,Odella Nelson,F,Caucasian,442
1647,AH-10195,Alan Haines,M,Caucasian,37
1648,NM-18520,Neoma Murray,M,Caucasian,60
1649,AR-10510,Andrew Roberts,M,South Asian,24
1650,BM-11650,Brian Moss,M,Caucasian,89
1651,CA-12310,Christine Abelman,F,Caucasian,320
1652,NF-18595,Nicole Fjeld,M,Caucasian,27
1653,AF-10870,Art Ferguson,M,Caucasian,27
1654,TC-21535,Tracy Collins,M,South Asian,24
1655,Dp-13240,Dean percer,M,Caucasian,443
1656,MC-17425,Mark Cousins,M,African,67
1657,LC-17050,Liz Carlisle,F,Caucasian,169
